PDB ID,Chain ID,Source
"1ORJ","A","Aquifex aeolicus"
"1ORJ","B","Aquifex aeolicus"
"1ORJ","C","Aquifex aeolicus"
"1ORJ","D","Aquifex aeolicus"
"1OSY","A","Flammulina velutipes"
"1OSY","B","Flammulina velutipes"
"1OU8","A","Haemophilus influenzae"
"1OU8","B","Haemophilus influenzae"
"1OU8","C",""
"1OU8","D",""
"1OV9","A","Vibrio cholerae"
"1OV9","B","Vibrio cholerae"
"1OW1","A","Homo sapiens"
"1OWL","A","Synechococcus elongatus"
"1OXX","K","Saccharolobus solfataricus"
"1OZJ","A","Homo sapiens"
"1OZJ","B","Homo sapiens"
"1OZJ","C",""
"1OZJ","D",""
"1OZN","A","Homo sapiens"
"1P1X","A","Escherichia coli"
"1P1X","B","Escherichia coli"
"1P5D","X","Pseudomonas aeruginosa"
"1P6O","A","Saccharomyces cerevisiae"
"1P6O","B","Saccharomyces cerevisiae"
"1P90","A","Azotobacter vinelandii"
"1P9G","A","Eucommia ulmoides"
"1P9Y","A","Escherichia coli"
"1P9Y","B","Escherichia coli"
"1PBY","A","Paracoccus denitrificans"
"1PBY","B","Paracoccus denitrificans"
"1PBY","C","Paracoccus denitrificans"
"1PFO","A","Clostridium perfringens"
"1PFV","A","Escherichia coli"
"1PI1","A","Homo sapiens"
"1PM4","A","Yersinia pseudotuberculosis"
"1PM4","B","Yersinia pseudotuberculosis"
"1PM4","C","Yersinia pseudotuberculosis"
"1PP0","A","Volvariella volvacea"
"1PP0","B","Volvariella volvacea"
"1PP0","C","Volvariella volvacea"
"1PP0","D","Volvariella volvacea"
"1PPJ","A","Bos taurus"
"1PPJ","B","Bos taurus"
"1PPJ","C","Bos taurus"
"1PPJ","D","Bos taurus"
"1PPJ","E","Bos taurus"
"1PPJ","F","Bos taurus"
"1PPJ","G","Bos taurus"
"1PPJ","H","Bos taurus"
"1PPJ","I","Bos taurus"
"1PPJ","J","Bos taurus"
"1PPJ","N","Bos taurus"
"1PPJ","O","Bos taurus"
"1PPJ","P","Bos taurus"
"1PPJ","Q","Bos taurus"
"1PPJ","R","Bos taurus"
"1PPJ","S","Bos taurus"
"1PPJ","T","Bos taurus"
"1PPJ","U","Bos taurus"
"1PPJ","V","Bos taurus"
"1PPJ","W","Bos taurus"
"1PPR","M","Amphidinium carterae"
"1PPR","N","Amphidinium carterae"
"1PPR","O","Amphidinium carterae"
"1PUC","A","Schizosaccharomyces pombe"
"1PV5","A","Bacillus subtilis"
"1PVM","A","Thermoplasma acidophilum"
"1PVM","B","Thermoplasma acidophilum"
"1PX5","A","Sus scrofa"
"1PX5","B","Sus scrofa"
"1PZ4","A","Aedes aegypti"
"1Q0Q","A","Escherichia coli"
"1Q0Q","B","Escherichia coli"
"1Q2H","A","Homo sapiens"
"1Q2H","B","Homo sapiens"
"1Q2H","C","Homo sapiens"
"1Q5Y","A","Escherichia coli"
"1Q5Y","B","Escherichia coli"
"1Q5Y","C","Escherichia coli"
"1Q5Y","D","Escherichia coli"
"1Q5Z","A","Salmonella enterica"
"1Q6Z","A","Pseudomonas putida"
"1Q74","A","Mycobacterium tuberculosis"
"1Q74","B","Mycobacterium tuberculosis"
"1Q74","C","Mycobacterium tuberculosis"
"1Q74","D","Mycobacterium tuberculosis"
"1Q88","A","Trichomonas vaginalis"
"1Q88","B","Trichomonas vaginalis"
"1Q8D","A","Rattus norvegicus"
"1Q9U","A","Geobacillus stearothermophilus"
"1Q9U","B","Geobacillus stearothermophilus"
"1QD1","A","Sus scrofa"
"1QD1","B","Sus scrofa"
"1QD6","A","Escherichia coli"
"1QD6","B","Escherichia coli"
"1QD6","C","Escherichia coli"
"1QD6","D","Escherichia coli"
"1QEX","A","Escherichia virus T4"
"1QEX","B","Escherichia virus T4"
"1QF8","A","Homo sapiens"
"1QF8","B","Homo sapiens"
"1QKS","A","Paracoccus pantotrophus"
"1QKS","B","Paracoccus pantotrophus"
"1QMH","A","Escherichia coli"
"1QMH","B","Escherichia coli"
"1QQP","1","Foot-and-mouth disease virus"
"1QQP","2","Foot-and-mouth disease virus"
"1QQP","3","Foot-and-mouth disease virus"
"1QQP","4","Foot-and-mouth disease virus"
"1QTN","A","Homo sapiens"
"1QTN","B","Homo sapiens"
"1QTN","C",""
"1QW2","A","Thermoplasma acidophilum"
"1QWG","A","Methanocaldococcus jannaschii"
"1R0D","A","Homo sapiens"
"1R0D","B","Homo sapiens"
"1R0D","D","Homo sapiens"
"1R0D","E","Homo sapiens"
"1R0D","F","Homo sapiens"
"1R0D","G","Homo sapiens"
"1R0D","H","Homo sapiens"
"1R0D","I","Homo sapiens"
"1R0M","A","Deinococcus radiodurans"
"1R0M","B","Deinococcus radiodurans"
"1R0M","C","Deinococcus radiodurans"
"1R0M","D","Deinococcus radiodurans"
"1R0R","E","Bacillus licheniformis"
"1R0R","I","Meleagris gallopavo"
"1R0V","A","Archaeoglobus fulgidus"
"1R0V","B","Archaeoglobus fulgidus"
"1R0V","C","Archaeoglobus fulgidus"
"1R0V","D","Archaeoglobus fulgidus"
"1R29","A","Homo sapiens"
"1R5L","A","Homo sapiens"
"1R6J","A","Homo sapiens"
"1R71","A","Escherichia coli"
"1R71","B","Escherichia coli"
"1R71","C","Escherichia coli"
"1R71","D","Escherichia coli"
"1R71","E",""
"1R71","F",""
"1R71","G",""
"1R71","H",""
"1R71","I",""
"1R71","J",""
"1R71","K",""
"1R71","L",""
"1R7L","A","Bacillus cereus"
"1R7L","B","Bacillus cereus"
"1R8S","A","Bos taurus"
"1R8S","E","Homo sapiens"
"1R9F","A","Tomato bushy stunt virus"
"1R9F","B",""
"1R9F","C",""
"1RC9","A","Trimeresurus stejnegeri"
"1RCQ","A","Pseudomonas aeruginosa"
"1REG","X","Escherichia virus T4"
"1REG","Y","Escherichia virus T4"
"1RFY","A","Agrobacterium tumefaciens"
"1RFY","B","Agrobacterium tumefaciens"
"1RG8","A","Homo sapiens"
"1RG8","B","Homo sapiens"
"1RGX","A","Mus musculus"
"1RGX","B","Mus musculus"
"1RGX","C","Mus musculus"
"1RI6","A","Escherichia coli"
"1RK8","A","Drosophila melanogaster"
"1RK8","B","Drosophila melanogaster"
"1RK8","C","Drosophila melanogaster"
"1RKI","A","Pyrobaculum aerophilum"
"1RKI","B","Pyrobaculum aerophilum"
"1RL6","A","Geobacillus stearothermophilus"
"1RLR","A","Escherichia coli"
"1ROC","A","Saccharomyces cerevisiae"
"1RSS","A","Thermus thermophilus"
"1RTQ","A","Vibrio proteolyticus"
"1RWH","A","Paenarthrobacter aurescens"
"1RWI","A","Mycobacterium tuberculosis"
"1RWI","B","Mycobacterium tuberculosis"
"1RYL","A","Escherichia coli"
"1RYL","B","Escherichia coli"
"1RYQ","A","Pyrococcus furiosus"
"1S0P","A","Dictyostelium discoideum"
"1S0P","B","Dictyostelium discoideum"
"1S1D","A","Homo sapiens"
"1S1D","B","Homo sapiens"
"1S2X","A","Helicobacter pylori"
"1S7M","A","Haemophilus influenzae"
"1S7M","B","Haemophilus influenzae"
"1S7M","C","Haemophilus influenzae"
"1S7M","D","Haemophilus influenzae"
"1S7M","E","Haemophilus influenzae"
"1S7M","F","Haemophilus influenzae"
"1S7Z","A","Escherichia virus T7"
"1S98","A","Escherichia coli"
"1S98","B","Escherichia coli"
"1S99","A","Bacillus subtilis"
"1S99","B","Bacillus subtilis"
"1SBX","A","Homo sapiens"
"1SDI","A","Escherichia coli"
"1SED","A","Bacillus subtilis"
"1SED","B","Bacillus subtilis"
"1SED","C","Bacillus subtilis"
"1SEI","A","Geobacillus stearothermophilus"
"1SEI","B","Geobacillus stearothermophilus"
"1SF9","A","Bacillus subtilis"
"1SG4","A","Homo sapiens"
"1SG4","B","Homo sapiens"
"1SG4","C","Homo sapiens"
"1SJ7","A","Mus musculus"
"1SJ7","B","Mus musculus"
"1SJ7","C","Mus musculus"
"1SKN","A",""
"1SKN","B",""
"1SKN","P","Caenorhabditis elegans"
"1SLU","A","Escherichia coli"
"1SLU","B","Rattus norvegicus"
"1SR8","A","Archaeoglobus fulgidus"
"1SVB","A","Tick-borne encephalitis virus"
"1SYX","A","Homo sapiens"
"1SYX","B","Homo sapiens"
"1SYX","C","Homo sapiens"
"1SYX","D","Homo sapiens"
"1SYX","E","Homo sapiens"
"1SYX","F","Homo sapiens"
"1SZ7","A","Homo sapiens"
"1SZH","A","Caenorhabditis elegans"
"1SZH","B","Caenorhabditis elegans"
"1T07","A","Pseudomonas aeruginosa"
"1T11","A","Vibrio cholerae"
"1T11","B","Vibrio cholerae"
"1T1E","A","Bacillus sp. MN-32"
"1T1U","A","Rattus norvegicus"
"1T2D","A","Plasmodium falciparum"
"1T3U","A","Pseudomonas aeruginosa"
"1T3U","B","Pseudomonas aeruginosa"
"1T3U","C","Pseudomonas aeruginosa"
"1T3U","D","Pseudomonas aeruginosa"
"1T6A","A","Geobacillus stearothermophilus"
"1T6U","A","Streptomyces coelicolor"
"1T6U","B","Streptomyces coelicolor"
"1T6U","C","Streptomyces coelicolor"
"1T6U","D","Streptomyces coelicolor"
"1T6U","E","Streptomyces coelicolor"
"1T6U","F","Streptomyces coelicolor"
"1T6U","G","Streptomyces coelicolor"
"1T6U","H","Streptomyces coelicolor"
"1T6U","I","Streptomyces coelicolor"
"1T6U","J","Streptomyces coelicolor"
"1T6U","K","Streptomyces coelicolor"
"1T6U","L","Streptomyces coelicolor"
"1T77","A","Homo sapiens"
"1T77","B","Homo sapiens"
"1T77","C","Homo sapiens"
"1T77","D","Homo sapiens"
"1T8K","A","Escherichia coli"
"1T9I","A","Chlamydomonas reinhardtii"
"1T9I","B","Chlamydomonas reinhardtii"
"1T9I","C",""
"1T9I","D",""
"1TD6","A","Mycoplasma pneumoniae"
"1TF5","A","Bacillus subtilis"
"1TIG","A","Geobacillus stearothermophilus"
"1TJX","A","Rattus norvegicus"
"1TKE","A","Escherichia coli"
"1TL2","A","Tachypleus tridentatus"
"1TS9","A","Archaeoglobus fulgidus"
"1TT8","A","Escherichia coli"
"1TUK","A","Triticum aestivum"
"1TUL","A","Autographa californica multiple nucleopolyhedrovirus"
"1TWF","A","Saccharomyces cerevisiae"
"1TWF","B","Saccharomyces cerevisiae"
"1TWF","C","Saccharomyces cerevisiae"
"1TWF","E","Saccharomyces cerevisiae"
"1TWF","F","Saccharomyces cerevisiae"
"1TWF","H","Saccharomyces cerevisiae"
"1TWF","I","Saccharomyces cerevisiae"
"1TWF","J","Saccharomyces cerevisiae"
"1TWF","K","Saccharomyces cerevisiae"
"1TWF","L","Saccharomyces cerevisiae"
"1TX4","A","Homo sapiens"
"1TX4","B","Homo sapiens"
"1TZB","A","Pyrobaculum aerophilum"
"1TZB","B","Pyrobaculum aerophilum"
"1U07","A","Escherichia coli"
"1U07","B","Escherichia coli"
"1U2C","A","Mus musculus"
"1U2H","A","Homo sapiens"
"1U5K","A","Deinococcus radiodurans"
"1U5K","B","Deinococcus radiodurans"
"1U5P","A","Gallus gallus"
"1U6K","A","Methanopyrus kandleri"
"1U6K","B","Methanopyrus kandleri"
"1U6K","C","Methanopyrus kandleri"
"1U7G","A","Escherichia coli"
"1U7Z","A","Escherichia coli"
"1U7Z","B","Escherichia coli"
"1U7Z","C","Escherichia coli"
"1U84","A","Geobacillus stearothermophilus"
"1U94","A","Escherichia coli"
"1UCD","A","Momordica charantia"
"1UCS","A","Lycodichthys dearborni"
"1UDX","A","Thermus thermophilus"
"1UFI","A","Homo sapiens"
"1UFI","B","Homo sapiens"
"1UFI","C","Homo sapiens"
"1UFI","D","Homo sapiens"
"1UFY","A","Thermus thermophilus"
"1UGI","A","Bacillus phage PBS2"
"1UGI","B","Bacillus phage PBS2"
"1UGI","C","Bacillus phage PBS2"
"1UGI","D","Bacillus phage PBS2"
"1UGI","E","Bacillus phage PBS2"
"1UGI","F","Bacillus phage PBS2"
"1UGI","G","Bacillus phage PBS2"
"1UGI","H","Bacillus phage PBS2"
"1UJ8","A","Escherichia coli"
"1UNQ","A","Homo sapiens"
"1UOY","A","Penicillium brevicompactum"
"1UPT","A","Homo sapiens"
"1UPT","B","Homo sapiens"
"1UPT","C","Homo sapiens"
"1UPT","D","Homo sapiens"
"1UPT","E","Homo sapiens"
"1UPT","F","Homo sapiens"
"1UPT","G","Homo sapiens"
"1UPT","H","Homo sapiens"
"1US0","A","Homo sapiens"
"1US7","A","Saccharomyces cerevisiae"
"1US7","B","Homo sapiens"
"1USM","A","Thermus thermophilus"
"1USU","A","Saccharomyces cerevisiae"
"1USU","B","Saccharomyces cerevisiae"
"1UT7","A","Arabidopsis thaliana"
"1UT7","B","Arabidopsis thaliana"
"1UTG","A","Oryctolagus cuniculus"
"1UTY","A","Bluetongue virus"
"1UTY","B","Bluetongue virus"
"1UUJ","A","Mus musculus"
"1UUJ","B","Mus musculus"
"1UUJ","C","Mus musculus"
"1UUJ","D","Mus musculus"
"1UUY","A","Arabidopsis thaliana"
"1UV7","A","Vibrio cholerae"
"1UV7","B","Vibrio cholerae"
"1UWK","A","Pseudomonas putida"
"1UWK","B","Pseudomonas putida"
"1UX5","A","Saccharomyces cerevisiae"
"1UXY","A","Escherichia coli"
"1UZ3","A","Homo sapiens"
"1UZ3","B","Homo sapiens"
"1UZ5","A","Pyrococcus horikoshii"
"1V30","A","Pyrococcus horikoshii"
"1V58","A","Escherichia coli"
"1V58","B","Escherichia coli"
"1V6P","A","Naja atra"
"1V6P","B","Naja atra"
"1V74","A","Escherichia coli"
"1V74","B","Escherichia coli"
"1V7Z","A","Pseudomonas sp."
"1V7Z","B","Pseudomonas sp."
"1V7Z","C","Pseudomonas sp."
"1V7Z","D","Pseudomonas sp."
"1V7Z","E","Pseudomonas sp."
"1V7Z","F","Pseudomonas sp."
"1V8C","A","Thermus thermophilus"
"1V8C","B","Thermus thermophilus"
"1V8C","C","Thermus thermophilus"
"1V8C","D","Thermus thermophilus"
"1VAJ","A","Pyrococcus horikoshii"
"1VBW","A","Momordica charantia"
"1VCC","A","Vaccinia virus"
"1VCL","A","Cucumaria echinata"
"1VCL","B","Cucumaria echinata"
"1VD6","A","Thermus thermophilus"
"1VF6","A","Homo sapiens"
"1VF6","B","Homo sapiens"
"1VF6","C","Mus musculus"
"1VF6","D","Mus musculus"
"1VF7","A","Pseudomonas aeruginosa"
"1VF7","B","Pseudomonas aeruginosa"
"1VF7","C","Pseudomonas aeruginosa"
"1VF7","D","Pseudomonas aeruginosa"
"1VF7","E","Pseudomonas aeruginosa"
"1VF7","F","Pseudomonas aeruginosa"
"1VF7","G","Pseudomonas aeruginosa"
"1VF7","H","Pseudomonas aeruginosa"
"1VF7","I","Pseudomonas aeruginosa"
"1VF7","J","Pseudomonas aeruginosa"
"1VF7","K","Pseudomonas aeruginosa"
"1VF7","L","Pseudomonas aeruginosa"
"1VF7","M","Pseudomonas aeruginosa"
"1VH4","A","Escherichia coli"
"1VH4","B","Escherichia coli"
"1VI6","A","Archaeoglobus fulgidus"
"1VI6","B","Archaeoglobus fulgidus"
"1VI6","C","Archaeoglobus fulgidus"
"1VI6","D","Archaeoglobus fulgidus"
"1VIO","A","Haemophilus influenzae"
"1VIO","B","Haemophilus influenzae"
"1VJL","A","Thermotoga maritima"
"1VJL","B","Thermotoga maritima"
"1VK1","A","Pyrococcus furiosus"
"1VK5","A","Arabidopsis thaliana"
"1VKE","A","Thermotoga maritima"
"1VKE","B","Thermotoga maritima"
"1VKE","C","Thermotoga maritima"
"1VKE","D","Thermotoga maritima"
"1VKE","E","Thermotoga maritima"
"1VKE","F","Thermotoga maritima"
"1VKF","A","Thermotoga maritima"
"1VKF","B","Thermotoga maritima"
"1VKF","C","Thermotoga maritima"
"1VKF","D","Thermotoga maritima"
"1VKM","A","Thermotoga maritima"
"1VKM","B","Thermotoga maritima"
"1VKM","C","Thermotoga maritima"
"1VKM","D","Thermotoga maritima"
"1VKM","E","Thermotoga maritima"
"1VKM","F","Thermotoga maritima"
"1VLR","A","Mus musculus"
"1VLR","B","Mus musculus"
"1VLY","A","Escherichia coli"
"1VMB","A","Thermotoga maritima"
"1VMH","A","Clostridium acetobutylicum"
"1VMO","A","Gallus gallus"
"1VMO","B","Gallus gallus"
"1VP7","A","Bordetella pertussis"
"1VP7","B","Bordetella pertussis"
"1VP7","C","Bordetella pertussis"
"1VP7","D","Bordetella pertussis"
"1VP7","E","Bordetella pertussis"
"1VP7","F","Bordetella pertussis"
"1VP8","A","Archaeoglobus fulgidus"
"1VPB","A","Bacteroides thetaiotaomicron"
"1VPQ","A","Thermotoga maritima"
"1VQ8","0","Haloarcula marismortui"
"1VQ8","1","Haloarcula marismortui"
"1VQ8","2","Haloarcula marismortui"
"1VQ8","3","Haloarcula marismortui"
"1VQ8","4",""
"1VQ8","9","Haloarcula marismortui"
"1VQ8","A","Haloarcula marismortui"
"1VQ8","B","Haloarcula marismortui"
"1VQ8","C","Haloarcula marismortui"
"1VQ8","D","Haloarcula marismortui"
"1VQ8","E","Haloarcula marismortui"
"1VQ8","F","Haloarcula marismortui"
"1VQ8","G","Haloarcula marismortui"
"1VQ8","H","Haloarcula marismortui"
"1VQ8","I","Haloarcula marismortui"
"1VQ8","J","Haloarcula marismortui"
"1VQ8","K","Haloarcula marismortui"
"1VQ8","L","Haloarcula marismortui"
"1VQ8","M","Haloarcula marismortui"
"1VQ8","N","Haloarcula marismortui"
"1VQ8","O","Haloarcula marismortui"
"1VQ8","P","Haloarcula marismortui"
"1VQ8","Q","Haloarcula marismortui"
"1VQ8","R","Haloarcula marismortui"
"1VQ8","S","Haloarcula marismortui"
"1VQ8","T","Haloarcula marismortui"
"1VQ8","U","Haloarcula marismortui"
"1VQ8","V","Haloarcula marismortui"
"1VQ8","W","Haloarcula marismortui"
"1VQ8","X","Haloarcula marismortui"
"1VQ8","Y","Haloarcula marismortui"
"1VQ8","Z","Haloarcula marismortui"
"1VR0","A","Clostridium acetobutylicum"
"1VR0","B","Clostridium acetobutylicum"
"1VR0","C","Clostridium acetobutylicum"
"1VR4","A","Bacillus cereus"
"1VR4","B","Bacillus cereus"
"1VR4","C","Bacillus cereus"
"1VR4","D","Bacillus cereus"
"1VR4","E","Bacillus cereus"
"1VR7","A","Thermotoga maritima"
"1VR7","B","Thermotoga maritima"
"1VRM","A","Thermotoga maritima"
"1VYR","A","Enterobacter cloacae"
"1VZM","A","Argyrosomus regius"
"1VZM","B","Argyrosomus regius"
"1VZM","C","Argyrosomus regius"
"1VZY","A","Bacillus subtilis"
"1VZY","B","Bacillus subtilis"
"1W0N","A","Paenibacillus polymyxa"
"1W23","A","Bacillus alcalophilus"
"1W23","B","Bacillus alcalophilus"
"1W53","A","Bacillus subtilis"
"1W66","A","Mycobacterium tuberculosis"
"1W6S","A","Methylorubrum extorquens"
"1W6S","B","Methylorubrum extorquens"
"1W6S","C","Methylorubrum extorquens"
"1W6S","D","Methylorubrum extorquens"
"1W7C","A","Komagataella pastoris"
"1W85","A","Geobacillus stearothermophilus"
"1W85","B","Geobacillus stearothermophilus"
"1W85","C","Geobacillus stearothermophilus"
"1W85","D","Geobacillus stearothermophilus"
"1W85","E","Geobacillus stearothermophilus"
"1W85","F","Geobacillus stearothermophilus"
"1W85","G","Geobacillus stearothermophilus"
"1W85","H","Geobacillus stearothermophilus"
"1W85","I","Geobacillus stearothermophilus"
"1W85","J","Geobacillus stearothermophilus"
"1WB9","A","Escherichia coli"
"1WB9","B","Escherichia coli"
"1WB9","E",""
"1WB9","F","Escherichia coli"
"1WCW","A","Thermus thermophilus"
"1WD3","A","Aspergillus kawachii"
"1WDD","A","Oryza sativa"
"1WDD","E","Oryza sativa"
"1WDD","S","Oryza sativa"
"1WDD","W","Oryza sativa"
"1WEH","A","Thermus thermophilus"
"1WEH","B","Thermus thermophilus"
"1WHI","A","Geobacillus stearothermophilus"
"1WHZ","A","Thermus thermophilus"
"1WJX","A","Thermus thermophilus"
"1WLG","A","Salmonella enterica"
"1WLG","B","Salmonella enterica"
"1WN2","A","Pyrococcus horikoshii"
"1WNA","A","Thermus thermophilus"
"1WNY","A","Thermus thermophilus"
"1WNY","B","Thermus thermophilus"
"1WPB","A","Escherichia coli"
"1WPB","B","Escherichia coli"
"1WPB","C","Escherichia coli"
"1WPB","D","Escherichia coli"
"1WPB","E","Escherichia coli"
"1WPB","F","Escherichia coli"
"1WPB","G","Escherichia coli"
"1WPB","H","Escherichia coli"
"1WPB","I","Escherichia coli"
"1WPB","J","Escherichia coli"
"1WPB","K","Escherichia coli"
"1WPB","L","Escherichia coli"
"1WPB","M","Escherichia coli"
"1WPB","N","Escherichia coli"
"1WPB","O","Escherichia coli"
"1WPB","P","Escherichia coli"
"1WPN","A","Bacillus subtilis"
"1WPN","B","Bacillus subtilis"
"1WQG","A","Mycobacterium tuberculosis"
"1WQJ","B","Homo sapiens"
"1WQJ","I","Homo sapiens"
"1WTJ","A","Pseudomonas syringae group genomosp. 3"
"1WTJ","B","Pseudomonas syringae group genomosp. 3"
"1WU9","A","Homo sapiens"
"1WU9","B","Homo sapiens"
"1WUB","A","Thermus thermophilus"
"1WUI","L","Desulfovibrio vulgaris"
"1WUI","S","Desulfovibrio vulgaris"
"1WVQ","A","Pyrobaculum aerophilum"
"1WVQ","B","Pyrobaculum aerophilum"
"1WVQ","C","Pyrobaculum aerophilum"
"1WY5","A","Aquifex aeolicus"
"1WY5","B","Aquifex aeolicus"
"1WY6","A","Sulfurisphaera tokodaii"
"1X2I","A","Pyrococcus furiosus"
"1X2I","B","Pyrococcus furiosus"
"1X38","A","Hordeum vulgare"
"1X3L","A","Pyrococcus horikoshii"
"1X6O","A","Leishmania braziliensis"
"1X8Q","A","Rhodnius prolixus"
"1X91","A","Arabidopsis thaliana"
"1X9D","A","Homo sapiens"
"1X9Z","A","Escherichia coli"
"1X9Z","B","Escherichia coli"
"1XAK","A","Severe acute respiratory syndrome-related coronavirus"
"1XBI","A","Methanocaldococcus jannaschii"
"1XDN","A","Trypanosoma brucei"
"1XEO","A","Escherichia coli"
"1XG0","A","Rhodomonas sp. CS24"
"1XG0","B","Rhodomonas sp. CS24"
"1XG0","C","Rhodomonas sp. CS24"
"1XG0","D","Rhodomonas sp. CS24"
"1XKP","A","Yersinia pestis"
"1XKP","B","Yersinia pestis"
"1XKP","C","Yersinia pestis"
"1XKR","A","Thermotoga maritima"
"1XLY","A","Saccharomyces cerevisiae"
"1XLY","B","Saccharomyces cerevisiae"
"1XM3","A","Bacillus subtilis"
"1XM3","B","Bacillus subtilis"
"1XM3","C","Bacillus subtilis"
"1XM3","D","Bacillus subtilis"
"1XMB","A","Arabidopsis thaliana"
"1XMK","A","Homo sapiens"
"1XPP","A","Thermoplasma acidophilum"
"1XPP","B","Thermoplasma acidophilum"
"1XPP","C","Thermoplasma acidophilum"
"1XPP","D","Thermoplasma acidophilum"
"1XQO","A","Pyrobaculum aerophilum"
"1XSV","A","Staphylococcus aureus"
"1XSV","B","Staphylococcus aureus"
"1XSZ","A","Legionella pneumophila"
"1XSZ","B","Legionella pneumophila"
"1XU1","A","Mus musculus"
"1XU1","B","Mus musculus"
"1XU1","D","Mus musculus"
"1XU1","R","Homo sapiens"
"1XU1","S","Homo sapiens"
"1XU1","T","Homo sapiens"
"1XUB","A","Pseudomonas fluorescens"
"1XVS","A","Vibrio cholerae"
"1XVS","B","Vibrio cholerae"
"1Y02","A","Homo sapiens"
"1Y0N","A","Pseudomonas aeruginosa"
"1Y0P","A","Shewanella frigidimarina"
"1Y6X","A","Mycobacterium tuberculosis"
"1Y9I","A","Listeria monocytogenes"
"1Y9I","B","Listeria monocytogenes"
"1Y9I","C","Listeria monocytogenes"
"1Y9I","D","Listeria monocytogenes"
"1YB3","A","Pyrococcus furiosus"
"1YC9","A","Vibrio cholerae"
"1YFQ","A","Saccharomyces cerevisiae"
"1YFS","A","Aquifex aeolicus"
"1YFS","B","Aquifex aeolicus"
"1YK4","A","Pyrococcus abyssi"
"1YLX","A","Geobacillus stearothermophilus"
"1YLX","B","Geobacillus stearothermophilus"
"1YOZ","A","Archaeoglobus fulgidus"
"1YOZ","B","Archaeoglobus fulgidus"
"1YT3","A","Escherichia coli"
"1YU0","A","Bordetella virus BPP1"
"1YU5","X","Gallus gallus"
"1YVR","A","Xenopus laevis"
"1YZY","A","Haemophilus influenzae"
"1YZY","B","Haemophilus influenzae"
"1Z0J","A","Mus musculus"
"1Z0J","B","Homo sapiens"
"1Z0P","A","Streptococcus pyogenes"
"1Z0W","A","Archaeoglobus fulgidus"
"1Z2U","A","Caenorhabditis elegans"
"1Z3E","A","Bacillus subtilis"
"1Z3E","B","Bacillus subtilis"
"1Z3X","A","Thermosynechococcus elongatus"
"1Z67","A","Shigella flexneri"
"1Z8G","A","Homo sapiens"
"1Z8G","L",""
"1Z9T","A","Escherichia coli"
"1ZAT","A","Enterococcus faecium"
"1ZAV","A","Thermotoga maritima"
"1ZAV","U","Thermotoga maritima"
"1ZAV","V","Thermotoga maritima"
"1ZAV","W","Thermotoga maritima"
"1ZAV","X","Thermotoga maritima"
"1ZAV","Y","Thermotoga maritima"
"1ZAV","Z","Thermotoga maritima"
"1ZBP","A","Vibrio parahaemolyticus"
"1ZCE","A","Agrobacterium fabrum"
"1ZD0","A","Pyrococcus furiosus"
"1ZEL","A","Mycobacterium tuberculosis"
"1ZEL","B","Mycobacterium tuberculosis"
"1ZGK","A","Homo sapiens"
"1ZHX","A","Saccharomyces cerevisiae"
"1ZIN","A","Geobacillus stearothermophilus"
"1ZJC","A","Staphylococcus aureus"
"1ZKE","A","Helicobacter pylori"
"1ZKE","B","Helicobacter pylori"
"1ZKE","C","Helicobacter pylori"
"1ZKE","D","Helicobacter pylori"
"1ZKE","E","Helicobacter pylori"
"1ZKE","F","Helicobacter pylori"
"1ZL0","A","Pseudomonas aeruginosa"
"1ZL0","B","Pseudomonas aeruginosa"
"1ZME","A","Saccharomyces cerevisiae"
"1ZME","B",""
"1ZME","C","Saccharomyces cerevisiae"
"1ZME","D","Saccharomyces cerevisiae"
"1ZOQ","A","Homo sapiens"
"1ZOQ","B","Homo sapiens"
"1ZOQ","C","Homo sapiens"
"1ZOQ","D","Homo sapiens"
"1ZPS","A","Methanothermobacter thermautotrophicus"
"1ZPS","B","Methanothermobacter thermautotrophicus"
"1ZSO","A","Plasmodium falciparum"
"1ZSO","B","Plasmodium falciparum"
"1ZT3","A","Homo sapiens"
"1ZZK","A","Homo sapiens"
"2A1V","A","Deinococcus radiodurans"
"2A26","A","Homo sapiens"
"2A26","B","Homo sapiens"
"2A26","C","Homo sapiens"
"2A2L","A","Klebsiella pneumoniae"
"2A2L","B","Klebsiella pneumoniae"
"2A2L","C","Klebsiella pneumoniae"
"2A2L","D","Klebsiella pneumoniae"
"2A65","A","Aquifex aeolicus"
"2A90","A","Drosophila melanogaster"
"2A9D","A","Gallus gallus"
"2A9D","B","Gallus gallus"
"2A9S","A","Agrobacterium fabrum"
"2A9S","B","Agrobacterium fabrum"
"2A9U","A","Homo sapiens"
"2A9U","B","Homo sapiens"
"2AEF","A","Methanothermobacter thermautotrophicus"
"2AEF","B","Methanothermobacter thermautotrophicus"
"2AG4","A","Homo sapiens"
"2AG4","B","Homo sapiens"
"2AHM","A","Severe acute respiratory syndrome-related coronavirus"
"2AHM","B","Severe acute respiratory syndrome-related coronavirus"
"2AHM","C","Severe acute respiratory syndrome-related coronavirus"
"2AHM","D","Severe acute respiratory syndrome-related coronavirus"
"2AHM","E","Severe acute respiratory syndrome-related coronavirus"
"2AHM","F","Severe acute respiratory syndrome-related coronavirus"
"2AHM","G","Severe acute respiratory syndrome-related coronavirus"
"2AHM","H","Severe acute respiratory syndrome-related coronavirus"
"2AIB","A","Phytophthora cinnamomi"
"2AIB","B","Phytophthora cinnamomi"
